Sample,Zeit,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Acc_x2,Acc_y2,Acc_z2,Mag_x,Mag_y,Mag_z
124,766303,53,17,1005,210,140,-3220,-16,-87,979,-387,-141,-420
125,772483,53,17,1005,210,140,-3220,-16,-87,979,-378,-133,-417
126,778663,54,8,1015,210,210,-4340,-22,-78,1003,-370,-133,-420
127,784843,52,5,1006,280,210,-5950,-22,-78,1003,-370,-133,-420
128,791023,52,5,1006,280,210,-5950,-43,-67,985,-375,-139,-412
129,797203,45,-31,1014,1470,-980,-8120,-74,-78,988,-375,-139,-418
130,803383,45,-36,1009,4270,-3920,-11270,-74,-78,988,-376,-136,-418
131,809563,62,-36,1009,4270,-3920,-11270,-75,-92,995,-384,-132,-412
132,815743,75,-46,1004,6160,-6160,-14840,-79,-93,993,-384,-132,-412
133,821923,75,-46,1004,4970,-4550,-17500,-79,-93,993,-382,-144,-421
134,828103,63,-48,1014,4970,-4550,-17500,-88,-74,976,-384,-142,-415
135,834282,42,-51,995,2380,-1960,-19180,-88,-74,976,-384,-142,-415
136,840462,42,-51,995,2380,-1960,-18480,-78,-71,994,-379,-141,-408
137,846642,30,-49,1002,-70,1050,-18480,-83,-51,990,-379,-141,-408
138,852822,26,-36,998,-2800,3990,-15750,-83,-51,990,-378,-139,-418
139,859002,26,-36,998,-2800,3990,-15750,-52,-57,1000,-388,-141,-414
140,865183,23,-19,1014,-4620,5880,-12950,-44,-52,1002,-388,-141,-414
141,871362,23,-14,1015,-4200,5530,-10990,-44,-52,1002,-381,-141,-414
142,877542,23,-14,1015,-4200,5530,-10990,-41,-68,993,-393,-138,-418
143,883722,34,-12,1002,-1610,2310,-9660,-41,-68,993,-393,-138,-418
144,889902,34,-12,1018,1960,-1610,-9310,-54,-53,990,-384,-141,-423
145,896082,29,-12,1018,1960,-1610,-9310,-50,-60,998,-384,-141,-423
146,902262,36,-15,1014,4270,-4200,-10220,-50,-60,998,-387,-142,-412
147,908442,36,-15,1014,4830,-4690,-11620,-45,-57,982,-384,-147,-417
148,914622,35,-13,1010,4830,-4690,-11620,-35,-63,991,-384,-147,-417
149,920802,37,-5,994,3990,-3850,-14070,-35,-63,991,-385,-141,-415
150,926982,37,-5,994,3990,-3850,-14070,-30,-54,991,-385,-141,-415
151,933162,42,0,1006,2100,-1610,-17570,-30,-54,991,-387,-145,-420
152,939342,25,-2,982,70,910,-21280,-32,-45,1001,-396,-138,-421
153,945522,25,-2,982,70,910,-21280,-46,-45,972,-396,-138,-421
154,951702,21,-8,957,-2100,3430,-24570,-46,-45,972,-390,-141,-421
155,957882,8,-5,1004,-3360,5180,-26740,-34,-34,990,-387,-136,-432
156,964061,8,-5,1004,-3360,5180,-26740,-34,-34,1000,-387,-136,-432
157,970241,1,-20,993,-3570,5250,-27860,-54,-18,1000,-388,-142,-423
158,976422,1,-20,1007,-2100,3640,-28490,-53,-33,987,-388,-142,-423
159,982601,-1,-22,1007,-2100,3640,-28490,-53,-33,987,-402,-139,-418
160,988781,3,-27,1002,140,1190,-28280,-54,-29,1010,-397,-139,-424
161,994961,3,-27,1002,2240,-1190,-27720,-64,-38,977,-397,-139,-424
162,1001141,10,-24,997,2240,-1190,-27720,-64,-38,977,-400,-142,-427
163,1007321,17,-27,1000,3220,-2450,-27300,-71,-51,995,-399,-138,-429
164,1013501,17,-27,1000,3220,-2450,-27300,-71,-51,995,-399,-138,-429
165,1019681,9,-30,1012,2520,-1820,-27090,-60,-22,987,-397,-138,-429
166,1025861,-1,-26,991,1190,-350,-26950,-56,-44,994,-397,-138,-429
167,1032041,-1,-26,991,1190,-350,-26950,-56,-44,994,-406,-139,-423
168,1038221,9,-27,920,-140,1190,-26460,-65,-35,985,-393,-138,-421
169,1044401,0,-21,851,-910,2030,-25760,-46,-12,983,-393,-138,-421
170,1050581,0,-21,851,-910,2030,-25760,-46,-12,983,-400,-135,-426
171,1056761,4,-34,968,-840,2030,-25270,-78,-46,968,-400,-135,-426
172,1062941,4,-34,908,-560,1750,-25060,-78,-46,968,-405,-144,-423
173,1069121,4,-40,908,-560,1750,-25060,-64,-33,1024,-409,-135,-420
174,1075301,6,-36,752,-140,1260,-25550,-68,-19,949,-409,-135,-420
175,1081481,6,-36,752,700,350,-26880,-68,-19,949,-414,-133,-424
176,1087661,2,-29,910,700,350,-26880,-51,-19,1006,-417,-130,-430
177,1093841,0,-20,1010,1400,-350,-28840,-55,-26,987,-417,-130,-430
178,1100021,0,-20,1010,1400,-350,-28840,-55,-26,987,-415,-132,-420
179,1106200,4,-29,954,1820,-630,-31640,-70,-38,992,-415,-132,-420
180,1112380,6,-28,916,1680,-490,-34720,-70,-38,992,-418,-130,-429
181,1118560,6,-28,916,1680,-490,-34720,-63,-27,998,-418,-130,-432
182,1124740,2,-31,998,980,210,-37030,-61,-13,964,-418,-130,-432
183,1130920,-8,-35,979,420,910,-38010,-61,-13,964,-417,-132,-430
184,1137100,-8,-35,979,420,910,-38010,-61,-21,1025,-417,-129,-433
185,1143280,-14,-35,1000,0,1540,-37590,-61,-21,974,-417,-129,-433
186,1149460,-14,-35,1000,-210,1610,-36750,-64,-16,974,-418,-129,-423
187,1155640,-6,-27,959,-210,1610,-36750,-50,-11,1022,-418,-129,-423
188,1161820,-12,-22,996,-70,1610,-36260,-50,-11,1022,-421,-130,-432
189,1168000,-12,-22,996,350,980,-36190,-69,-17,966,-424,-120,-433
190,1174180,-13,-22,998,350,980,-36190,-50,-11,998,-424,-120,-433
191,1180360,-11,-31,999,560,630,-36400,-50,-11,998,-427,-135,-435
192,1186540,-11,-31,999,560,630,-36400,-68,-12,993,-427,-135,-435
193,1192720,-9,-32,1013,700,700,-37450,-68,-12,993,-432,-133,-430
194,1198900,-11,-24,999,210,1120,-39270,-59,-15,994,-421,-126,-429
195,1205080,-11,-24,999,210,1120,-39270,-46,-4,1007,-421,-126,-429
196,1211260,-16,-22,1010,-210,1820,-41580,-46,-4,1007,-439,-135,-430
197,1217440,-21,-12,994,-280,1960,-44800,-43,-2,972,-433,-130,-432
198,1223620,-21,-12,994,-280,1960,-44800,-39,-8,1005,-433,-130,-432
199,1229800,-17,-4,1011,140,1610,-47530,-39,-8,1005,-432,-124,-442
200,1235980,-17,-4,1011,840,980,-48930,-36,2,989,-432,-124,-442
